ano,mes,id_cisp,id_aisp,id_risp,quantidade_arma_fabricacao_caseira,quantidade_carabina,quantidade_espingarda,quantidade_fuzil,quantidade_garrucha,quantidade_garruchao,quantidade_metralhadora,quantidade_outros,quantidade_pistola,quantidade_revolver,quantidade_submetralhadora,total
2019,5,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2020,8,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2011,11,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2017,8,112,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2018,6,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2020,11,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2020,12,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2016,8,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2021,2,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,10,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,2,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2015,10,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2020,10,112,30,7,0,0,0,0,0,0,1,0,0,0,0,1
2009,7,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2019,10,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2017,2,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,5,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2024,8,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,1,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2010,7,112,30,7,0,0,1,0,0,0,0,0,0,0,0,1
2011,3,112,30,7,0,1,0,0,0,0,0,0,0,0,0,1
2019,6,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2007,8,112,30,7,0,0,0,0,1,0,0,0,0,0,0,1
2019,4,112,30,7,0,0,0,0,0,0,0,0,0,1,0,1
2022,8,118,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2014,2,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,5,118,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2017,11,118,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2012,9,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,6,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2017,12,118,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2015,12,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,2,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2013,10,118,25,4,0,0,0,0,1,0,0,0,0,0,0,1
2021,3,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,11,118,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2020,3,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2008,9,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,8,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,3,118,25,4,0,0,0,0,0,0,0,1,0,0,0,1
2021,9,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,9,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,9,118,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2009,11,118,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,3,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,12,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2024,12,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,7,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2014,6,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,11,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,12,119,35,4,1,0,0,0,0,0,0,0,0,0,0,1
2020,4,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,7,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2019,7,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,8,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2012,8,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,2,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2013,6,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,7,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,11,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,12,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2018,5,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,3,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2016,7,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,7,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2008,11,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,2,119,35,4,0,0,0,0,0,0,0,1,0,0,0,1
2016,5,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2018,4,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,8,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2020,3,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2016,11,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,4,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,8,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2014,11,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2008,7,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2018,9,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,4,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,2,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,4,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2019,10,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,3,119,35,4,0,0,0,0,1,0,0,0,0,0,0,1
2011,9,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2017,3,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,9,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,3,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2010,1,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2010,11,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,1,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2015,6,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2008,1,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,8,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2009,11,119,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2024,11,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2020,10,119,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,2,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,4,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,12,119,35,4,0,0,0,0,1,0,0,0,0,0,0,1
2009,3,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,7,119,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,7,119,35,4,0,1,0,0,0,0,0,0,0,0,0,1
2013,3,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2014,10,12,19,1,0,0,0,1,0,0,0,0,0,0,0,1
2019,1,12,19,1,0,0,0,1,0,0,0,0,0,0,0,1
2019,6,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2010,7,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2024,3,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2012,1,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2007,6,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2024,2,12,19,1,0,0,0,1,0,0,0,0,0,0,0,1
2008,3,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2010,10,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2023,2,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,1,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2020,7,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2023,4,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,7,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2016,6,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2019,11,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2012,8,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2019,7,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,9,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2012,3,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2024,9,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,4,12,19,1,0,0,0,0,1,0,0,0,0,0,0,1
2011,6,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2011,2,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2010,2,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2023,7,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2020,4,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2023,11,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2025,1,12,19,1,0,0,1,0,0,0,0,0,0,0,0,1
2012,4,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2015,6,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2010,11,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,12,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2011,5,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2011,10,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,5,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2022,9,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2024,6,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2011,8,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,4,12,19,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,2,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2021,7,12,19,1,0,0,0,0,0,0,0,0,0,1,0,1
2016,10,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,10,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,12,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2009,2,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,3,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,7,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,9,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2021,8,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2008,2,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2008,12,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2020,9,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,6,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,1,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,2,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2025,1,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2022,7,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2024,8,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,10,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,1,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2014,7,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,1,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,9,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,4,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,6,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2012,6,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2013,5,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2007,5,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2014,8,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2017,7,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,9,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,9,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,7,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2022,12,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2016,11,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2008,8,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,1,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2007,12,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2016,2,120,35,4,0,1,0,0,0,0,0,0,0,0,0,1
2007,3,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2012,3,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,2,120,35,4,0,0,0,0,0,0,0,0,1,0,0,1
2020,5,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,1,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,8,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,9,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2019,12,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2016,1,120,35,4,0,0,1,0,0,0,0,0,0,0,0,1
2016,6,120,35,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,11,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2020,1,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2020,5,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2011,12,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2017,12,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2014,12,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2020,11,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2021,3,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2023,4,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2022,1,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2009,5,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2010,1,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2017,7,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2019,12,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2008,12,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2013,11,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2015,10,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2018,2,121,32,6,0,0,0,0,1,0,0,0,0,0,0,1
2008,1,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2011,8,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2015,8,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2024,8,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2011,4,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2009,9,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2025,1,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2023,12,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2023,11,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2022,3,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2007,1,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2011,1,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2021,6,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2015,12,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2022,6,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2014,5,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2017,2,121,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2009,6,121,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2009,7,121,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2010,10,122,32,6,0,0,0,0,1,0,0,0,0,0,0,1
2017,1,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2017,9,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2018,2,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2015,8,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2021,8,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2023,5,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2015,12,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2011,1,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2009,11,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2025,1,122,32,6,1,0,0,0,0,0,0,0,0,0,0,1
2007,2,122,32,6,0,1,0,0,0,0,0,0,0,0,0,1
2020,7,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2011,5,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2014,1,122,32,6,0,0,0,0,0,0,0,1,0,0,0,1
2024,8,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2024,10,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2023,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2015,2,122,32,6,0,0,0,0,0,0,0,1,0,0,0,1
2016,6,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2017,4,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2020,6,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2022,1,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2024,11,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2018,5,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2019,12,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,1,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2010,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2019,8,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2008,8,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2016,4,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2023,7,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2010,9,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2020,8,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2020,12,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2021,12,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2012,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2020,11,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,3,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2011,9,122,32,6,0,0,0,0,1,0,0,0,0,0,0,1
2015,1,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2007,3,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2007,11,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2011,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2012,1,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2014,2,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2014,3,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2012,11,122,32,6,0,1,0,0,0,0,0,0,0,0,0,1
2017,12,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2014,6,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2011,3,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2017,7,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2011,4,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2019,2,122,32,6,0,0,1,0,0,0,0,0,0,0,0,1
2012,3,122,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2015,6,122,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2010,5,122,32,6,0,0,0,0,0,1,0,0,0,0,0,1
2023,10,123,32,6,0,0,0,0,0,0,0,0,0,1,0,1
2008,12,123,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,9,123,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,8,123,32,6,0,0,0,0,0,0,0,0,1,0,0,1
2024,1,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2012,9,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2020,9,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2016,4,124,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2011,10,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,11,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2011,11,124,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2018,10,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2018,1,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2018,12,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,1,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2013,9,124,25,4,0,1,0,0,0,0,0,0,0,0,0,1
2016,10,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,9,124,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2013,6,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,6,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,1,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,12,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,4,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,3,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,4,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2020,8,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,11,124,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2014,8,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2017,12,124,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,9,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,10,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,4,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2021,8,125,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2010,3,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2017,2,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,11,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,2,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2011,8,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2020,1,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2019,11,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,11,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2016,1,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,1,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,7,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2007,5,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2018,7,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2021,1,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,8,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,6,125,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2014,12,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,3,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,5,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,12,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2022,9,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,11,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,9,125,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,8,125,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,11,126,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2012,2,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2016,9,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2017,9,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,9,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2017,10,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2019,6,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,5,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2023,2,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2012,8,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2016,5,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,2,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,6,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,4,127,25,4,0,0,0,0,1,0,0,0,0,0,0,1
2015,10,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,8,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,8,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2009,7,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2024,2,127,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2023,7,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,1,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2016,11,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2009,10,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2020,2,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,5,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2020,3,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2023,9,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,2,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2014,12,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2022,10,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2010,4,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2013,9,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2018,1,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2013,11,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2015,7,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2022,5,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2018,11,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2022,11,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2024,12,127,25,4,0,0,1,0,0,0,0,0,0,0,0,1
2025,1,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,1,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2016,10,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2013,10,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2024,5,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2008,1,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2021,11,127,25,4,0,0,0,0,0,0,0,0,1,0,0,1
2017,6,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
2021,7,127,25,4,0,0,0,0,0,0,0,0,0,1,0,1
